space_id,space_name,category_id,category_name,location_id,location_name,booking_rate_1week,total_hours_available_1week,total_hours_booked_1week,booking_count_1week,booking_rate_2weeks,total_hours_available_2weeks,total_hours_booked_2weeks,booking_count_2weeks,booking_rate_1month,total_hours_available_1month,total_hours_booked_1month,booking_count_1month,booking_rate_2months,total_hours_available_2months,total_hours_booked_2months,booking_count_2months,booking_rate_3months,total_hours_available_3months,total_hours_booked_3months,booking_count_3months,next_available_booking
19905,Scott 203K - Audio Recording Studio,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,8.62,29.0,2.5,1,9.62,52.0,5.0,2,8.26,121.0,10.0,4,7.19,139.0,10.0,4,7.19,139.0,10.0,4,2026-03-29 14:00
29187,Scott 207C - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,14.66,29.0,4.25,2,8.17,52.0,4.25,2,5.58,121.0,6.75,3,4.86,139.0,6.75,3,4.86,139.0,6.75,3,2026-03-29 14:00
32502,Scott 207D - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,29.0,0.0,0,0.0,52.0,0.0,0,0.0,121.0,0.0,0,0.0,139.0,0.0,0,0.0,139.0,0.0,0,2026-03-29 14:00
19904,Scott 204 - Flex Studio,6842,Flex Studio Spaces,7571,Scott Library Making & Media Creation Lab,56.9,29.0,16.5,8,48.08,52.0,25.0,11,32.23,121.0,39.0,16,44.96,139.0,62.5,24,57.91,139.0,80.5,30,2026-03-31 13:45
21083,Scott 203E - VR/Podcasting Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,29.0,0.0,0,0.0,52.0,0.0,0,0.0,121.0,0.0,0,0.0,139.0,0.0,0,0.0,139.0,0.0,0,2026-03-29 14:00
21082,Scott 203G - VR Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,6.9,29.0,2.0,1,3.85,52.0,2.0,1,1.65,121.0,2.0,1,3.6,139.0,5.0,3,3.6,139.0,5.0,3,2026-03-30 11:00
33206,Gaming Lab (Rm 3050),7959,Gaming Lab,8111,Markham Library Visualization Studio and Gaming Lab,7.27,55.0,4.0,1,12.67,110.5,14.0,3,5.92,236.5,14.0,3,5.31,263.5,14.0,3,5.31,263.5,14.0,3,2026-03-28 11:00
30719,Green Screen Video Studio (Rm 3060C),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,7.27,55.0,4.0,1,5.88,110.5,6.5,2,2.75,236.5,6.5,2,2.47,263.5,6.5,2,2.47,263.5,6.5,2,2026-03-28 11:00
30720,Video and Photo Studio (Rm 3060H),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,4.55,55.0,2.5,1,2.26,110.5,2.5,1,1.06,236.5,2.5,1,0.95,263.5,2.5,1,0.95,263.5,2.5,1,2026-03-28 11:00
31827,Podcast Studio #1 (Rm 3060B),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,55.0,0.0,0,0.0,110.5,0.0,0,0.0,236.5,0.0,0,0.0,263.5,0.0,0,0.0,263.5,0.0,0,2026-03-28 11:00
30701,Podcast Studio #2 (Rm 3060D),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,55.0,0.0,0,0.0,110.5,0.0,0,0.0,236.5,0.0,0,0.0,263.5,0.0,0,0.0,263.5,0.0,0,2026-03-28 11:00
30721,Editing and Music Studio #1 (Rm 3060G),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,4.55,55.0,2.5,1,2.26,110.5,2.5,1,1.06,236.5,2.5,1,0.95,263.5,2.5,1,0.95,263.5,2.5,1,2026-03-28 11:00
30722,Editing and Music Studio #2 (Rm 3060F),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,55.0,0.0,0,0.0,110.5,0.0,0,0.0,236.5,0.0,0,0.0,263.5,0.0,0,0.0,263.5,0.0,0,2026-03-28 11:00
30723,Editing and Music Studio #3 (Rm 3060E),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,55.0,0.0,0,0.0,110.5,0.0,0,0.0,236.5,0.0,0,0.0,263.5,0.0,0,0.0,263.5,0.0,0,2026-03-28 11:00
33193,Mixed Use Studio (Rm 3045),7951,Large Studios,8111,Markham Library Media Creation Studios and Equipment,7.27,55.0,4.0,1,9.28,110.5,10.25,3,6.03,236.5,14.25,4,5.41,263.5,14.25,4,5.41,263.5,14.25,4,2026-03-28 11:00
