space_id,space_name,category_id,category_name,location_id,location_name,booking_rate_1week,total_hours_available_1week,total_hours_booked_1week,booking_count_1week,booking_rate_2weeks,total_hours_available_2weeks,total_hours_booked_2weeks,booking_count_2weeks,booking_rate_1month,total_hours_available_1month,total_hours_booked_1month,booking_count_1month,booking_rate_2months,total_hours_available_2months,total_hours_booked_2months,booking_count_2months,booking_rate_3months,total_hours_available_3months,total_hours_booked_3months,booking_count_3months,next_available_booking
19905,Scott 203K - Audio Recording Studio,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,12.07,29.0,3.5,2,6.03,58.0,3.5,2,2.89,121.0,3.5,2,1.83,191.0,3.5,2,1.1,319.0,3.5,2,2025-11-16 14:00
29187,Scott 207C - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,29.0,0.0,0,0.0,58.0,0.0,0,0.0,121.0,0.0,0,0.0,191.0,0.0,0,0.0,319.0,0.0,0,2025-11-16 14:00
32502,Scott 207D - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,29.0,0.0,0,0.0,58.0,0.0,0,0.0,121.0,0.0,0,0.0,191.0,0.0,0,0.0,319.0,0.0,0,2025-11-16 14:00
19904,Scott 204 - Flex Studio,6842,Flex Studio Spaces,7571,Scott Library Making & Media Creation Lab,78.45,29.0,22.75,10,57.76,58.0,33.5,15,51.65,121.0,62.5,26,42.15,191.0,80.5,32,31.82,319.0,101.5,39,2025-11-25 11:00
21083,Scott 203E - VR/Podcasting Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,46.55,29.0,13.5,8,23.28,58.0,13.5,8,14.46,121.0,17.5,10,9.16,191.0,17.5,10,5.49,319.0,17.5,10,2025-11-17 11:00
21082,Scott 203G - VR Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,29.0,0.0,0,0.0,58.0,0.0,0,0.0,121.0,0.0,0,0.0,191.0,0.0,0,0.0,319.0,0.0,0,2025-11-16 14:00
33206,Gaming Lab (Rm 3050),7959,Gaming Lab,8111,Markham Library Visualization Studio and Gaming Lab,0.0,62.5,0.0,0,0.85,118.0,1.0,1,0.41,241.5,1.0,1,0.26,386.0,1.0,1,0.16,626.0,1.0,1,2025-11-14 09:30
30719,Green Screen Video Studio (Rm 3060C),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.5,0.0,0,0.0,118.0,0.0,0,0.0,241.5,0.0,0,0.0,386.0,0.0,0,0.0,626.0,0.0,0,2025-11-14 09:30
30720,Video and Photo Studio (Rm 3060H),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.5,0.0,0,0.0,118.0,0.0,0,0.0,241.5,0.0,0,0.0,386.0,0.0,0,0.0,626.0,0.0,0,2025-11-14 09:30
31827,Podcast Studio #1 (Rm 3060B),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.5,0.0,0,0.0,118.0,0.0,0,0.0,241.5,0.0,0,0.0,386.0,0.0,0,0.0,626.0,0.0,0,2025-11-14 09:30
30701,Podcast Studio #2 (Rm 3060D),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.5,0.0,0,0.0,118.0,0.0,0,0.0,241.5,0.0,0,0.0,386.0,0.0,0,0.0,626.0,0.0,0,2025-11-14 09:30
30721,Editing and Music Studio #1 (Rm 3060G),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.5,0.0,0,0.0,118.0,0.0,0,0.0,241.5,0.0,0,0.0,386.0,0.0,0,0.0,626.0,0.0,0,2025-11-14 09:30
30722,Editing and Music Studio #2 (Rm 3060F),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.5,0.0,0,0.0,118.0,0.0,0,0.0,241.5,0.0,0,0.0,386.0,0.0,0,0.0,626.0,0.0,0,2025-11-14 09:30
30723,Editing and Music Studio #3 (Rm 3060E),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.5,0.0,0,0.0,118.0,0.0,0,0.0,241.5,0.0,0,0.0,386.0,0.0,0,0.0,626.0,0.0,0,2025-11-14 09:30
33193,Mixed Use Studio (Rm 3045),7951,Large Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.5,0.0,0,0.0,118.0,0.0,0,0.0,241.5,0.0,0,0.0,386.0,0.0,0,0.72,626.0,4.5,2,2025-11-14 09:30
