space_id,space_name,category_id,category_name,location_id,location_name,booking_rate_1week,total_hours_available_1week,total_hours_booked_1week,booking_count_1week,booking_rate_2weeks,total_hours_available_2weeks,total_hours_booked_2weeks,booking_count_2weeks,booking_rate_1month,total_hours_available_1month,total_hours_booked_1month,booking_count_1month,booking_rate_2months,total_hours_available_2months,total_hours_booked_2months,booking_count_2months,booking_rate_3months,total_hours_available_3months,total_hours_booked_3months,booking_count_3months,next_available_booking
19905,Scott 203K - Audio Recording Studio,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,8.33,30.0,2.5,1,5.21,48.0,2.5,1,2.6,96.0,2.5,1,1.39,180.0,2.5,1,0.95,264.0,2.5,1,2026-06-02 11:00
29187,Scott 207C - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,30.0,0.0,0,0.0,48.0,0.0,0,0.0,96.0,0.0,0,0.0,180.0,0.0,0,0.0,264.0,0.0,0,2026-06-02 11:00
32502,Scott 207D - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,30.0,0.0,0,0.0,48.0,0.0,0,0.0,96.0,0.0,0,0.0,180.0,0.0,0,0.0,264.0,0.0,0,2026-06-02 11:00
19904,Scott 204 - Flex Studio,6842,Flex Studio Spaces,7571,Scott Library Making & Media Creation Lab,22.5,30.0,6.75,3,31.77,48.0,15.25,6,32.81,96.0,31.5,12,27.5,180.0,49.5,18,25.57,264.0,67.5,24,2026-06-03 11:00
21083,Scott 203E - VR/Podcasting Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,30.0,0.0,0,0.0,48.0,0.0,0,0.0,96.0,0.0,0,0.0,180.0,0.0,0,0.0,264.0,0.0,0,2026-06-02 11:00
21082,Scott 203G - VR Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,30.0,0.0,0,0.0,48.0,0.0,0,0.0,96.0,0.0,0,0.0,180.0,0.0,0,0.0,264.0,0.0,0,2026-06-02 11:00
33206,Gaming Lab (Rm 3050),7959,Gaming Lab,8111,Markham Library Visualization Studio and Gaming Lab,0.0,43.5,0.0,0,0.0,80.5,0.0,0,0.0,167.5,0.0,0,0.0,326.5,0.0,0,0.0,481.0,0.0,0,2026-06-02 09:30
30719,Green Screen Video Studio (Rm 3060C),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,43.5,0.0,0,0.0,80.5,0.0,0,0.0,167.5,0.0,0,0.0,326.5,0.0,0,0.0,481.0,0.0,0,2026-06-02 09:30
30720,Video and Photo Studio (Rm 3060H),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,41.38,43.5,18.0,3,22.36,80.5,18.0,3,10.75,167.5,18.0,3,5.51,326.5,18.0,3,3.74,481.0,18.0,3,2026-06-05 09:30
31827,Podcast Studio #1 (Rm 3060B),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,43.5,0.0,0,0.0,80.5,0.0,0,0.0,167.5,0.0,0,0.0,326.5,0.0,0,0.0,481.0,0.0,0,2026-06-02 09:30
30701,Podcast Studio #2 (Rm 3060D),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,43.5,0.0,0,0.0,80.5,0.0,0,0.0,167.5,0.0,0,0.0,326.5,0.0,0,0.0,481.0,0.0,0,2026-06-02 09:30
30721,Editing and Music Studio #1 (Rm 3060G),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,43.5,0.0,0,0.0,80.5,0.0,0,0.0,167.5,0.0,0,0.0,326.5,0.0,0,0.0,481.0,0.0,0,2026-06-02 09:30
30722,Editing and Music Studio #2 (Rm 3060F),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,43.5,0.0,0,0.0,80.5,0.0,0,0.0,167.5,0.0,0,0.0,326.5,0.0,0,0.0,481.0,0.0,0,2026-06-02 09:30
30723,Editing and Music Studio #3 (Rm 3060E),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,43.5,0.0,0,0.0,80.5,0.0,0,0.0,167.5,0.0,0,0.0,326.5,0.0,0,0.0,481.0,0.0,0,2026-06-02 09:30
33193,Mixed Use Studio (Rm 3045),7951,Large Studios,8111,Markham Library Media Creation Studios and Equipment,26.44,43.5,11.5,3,14.29,80.5,11.5,3,6.87,167.5,11.5,3,3.52,326.5,11.5,3,2.39,481.0,11.5,3,2026-06-03 09:30
