space_id,space_name,category_id,category_name,location_id,location_name,booking_rate_1week,total_hours_available_1week,total_hours_booked_1week,booking_count_1week,booking_rate_2weeks,total_hours_available_2weeks,total_hours_booked_2weeks,booking_count_2weeks,booking_rate_1month,total_hours_available_1month,total_hours_booked_1month,booking_count_1month,booking_rate_2months,total_hours_available_2months,total_hours_booked_2months,booking_count_2months,booking_rate_3months,total_hours_available_3months,total_hours_booked_3months,booking_count_3months,next_available_booking
19905,Scott 203K - Audio Recording Studio,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,14.29,35.0,5.0,2,17.24,58.0,10.0,4,12.28,116.0,14.25,6,5.86,243.0,14.25,6,4.09,348.0,14.25,6,2026-02-09 11:00
29187,Scott 207C - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,35.0,0.0,0,0.0,58.0,0.0,0,0.0,116.0,0.0,0,0.0,243.0,0.0,0,0.0,348.0,0.0,0,2026-02-05 11:00
32502,Scott 207D - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,35.0,0.0,0,0.0,58.0,0.0,0,0.0,116.0,0.0,0,0.0,243.0,0.0,0,0.0,348.0,0.0,0,2026-02-05 11:00
19904,Scott 204 - Flex Studio,6842,Flex Studio Spaces,7571,Scott Library Making & Media Creation Lab,81.19,35.0,28.42,14,70.98,58.0,41.17,19,55.1,116.0,63.92,26,37.0,243.0,89.92,35,31.87,348.0,110.92,42,2026-02-24 11:00
21083,Scott 203E - VR/Podcasting Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,35.0,0.0,0,0.0,58.0,0.0,0,0.0,116.0,0.0,0,0.0,243.0,0.0,0,0.0,348.0,0.0,0,2026-02-05 11:00
21082,Scott 203G - VR Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,10.0,35.0,3.5,2,6.03,58.0,3.5,2,3.02,116.0,3.5,2,1.44,243.0,3.5,2,1.01,348.0,3.5,2,2026-02-05 11:00
33206,Gaming Lab (Rm 3050),7959,Gaming Lab,8111,Markham Library Visualization Studio and Gaming Lab,0.0,64.5,0.0,0,0.0,111.0,0.0,0,8.92,235.5,21.0,2,4.44,472.5,21.0,2,3.15,666.0,21.0,2,2026-02-05 09:30
30719,Green Screen Video Studio (Rm 3060C),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,235.5,0.0,0,0.53,472.5,2.5,1,0.38,666.0,2.5,1,2026-02-05 09:30
30720,Video and Photo Studio (Rm 3060H),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,12.4,64.5,8.0,1,7.21,111.0,8.0,1,3.4,235.5,8.0,1,1.69,472.5,8.0,1,1.2,666.0,8.0,1,2026-02-05 09:30
31827,Podcast Studio #1 (Rm 3060B),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,235.5,0.0,0,0.0,472.5,0.0,0,0.0,666.0,0.0,0,2026-02-05 09:30
30701,Podcast Studio #2 (Rm 3060D),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,235.5,0.0,0,0.0,472.5,0.0,0,0.0,666.0,0.0,0,2026-02-05 09:30
30721,Editing and Music Studio #1 (Rm 3060G),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,235.5,0.0,0,0.0,472.5,0.0,0,0.0,666.0,0.0,0,2026-02-05 09:30
30722,Editing and Music Studio #2 (Rm 3060F),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,235.5,0.0,0,0.0,472.5,0.0,0,0.0,666.0,0.0,0,2026-02-05 09:30
30723,Editing and Music Studio #3 (Rm 3060E),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,235.5,0.0,0,0.0,472.5,0.0,0,0.0,666.0,0.0,0,2026-02-05 09:30
33193,Mixed Use Studio (Rm 3045),7951,Large Studios,8111,Markham Library Media Creation Studios and Equipment,12.4,64.5,8.0,1,7.21,111.0,8.0,1,4.88,235.5,11.5,2,2.43,472.5,11.5,2,2.06,666.0,13.75,3,2026-02-05 09:30
