space_id,space_name,category_id,category_name,location_id,location_name,booking_rate_1week,total_hours_available_1week,total_hours_booked_1week,booking_count_1week,booking_rate_2weeks,total_hours_available_2weeks,total_hours_booked_2weeks,booking_count_2weeks,booking_rate_1month,total_hours_available_1month,total_hours_booked_1month,booking_count_1month,booking_rate_2months,total_hours_available_2months,total_hours_booked_2months,booking_count_2months,booking_rate_3months,total_hours_available_3months,total_hours_booked_3months,booking_count_3months,next_available_booking
19905,Scott 203K - Audio Recording Studio,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,23.0,0.0,0,0.0,48.0,0.0,0,0.0,108.0,0.0,0,0.0,208.0,0.0,0,0.0,318.0,0.0,0,2026-09-01 11:00
29187,Scott 207C - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,23.0,0.0,0,0.0,48.0,0.0,0,0.0,108.0,0.0,0,0.0,208.0,0.0,0,0.0,318.0,0.0,0,2026-09-01 11:00
32502,Scott 207D - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,23.0,0.0,0,0.0,48.0,0.0,0,0.0,108.0,0.0,0,0.0,208.0,0.0,0,0.0,318.0,0.0,0,2026-09-01 11:00
19904,Scott 204 - Flex Studio,6842,Flex Studio Spaces,7571,Scott Library Making & Media Creation Lab,26.09,23.0,6.0,1,17.19,48.0,8.25,2,9.49,108.0,10.25,3,4.93,208.0,10.25,3,3.22,318.0,10.25,3,2026-09-01 11:00
21083,Scott 203E - VR/Podcasting Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,23.0,0.0,0,0.0,48.0,0.0,0,0.0,108.0,0.0,0,0.0,208.0,0.0,0,0.0,318.0,0.0,0,2026-09-01 11:00
21082,Scott 203G - VR Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,23.0,0.0,0,4.17,48.0,2.0,1,3.7,108.0,4.0,2,1.92,208.0,4.0,2,1.26,318.0,4.0,2,2026-09-01 11:00
33206,Gaming Lab (Rm 3050),7959,Gaming Lab,8111,Markham Library Visualization Studio and Gaming Lab,0.0,35.0,0.0,0,0.0,91.0,0.0,0,0.45,221.0,1.0,1,0.56,449.5,2.5,2,0.8,689.0,5.5,3,2026-09-01 09:30
30719,Green Screen Video Studio (Rm 3060C),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,35.0,0.0,0,0.0,91.0,0.0,0,0.0,221.0,0.0,0,0.0,449.5,0.0,0,0.0,689.0,0.0,0,2026-09-01 09:30
30720,Video and Photo Studio (Rm 3060H),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,35.0,0.0,0,0.0,91.0,0.0,0,0.0,221.0,0.0,0,0.0,449.5,0.0,0,0.0,689.0,0.0,0,2026-09-01 09:30
31827,Podcast Studio #1 (Rm 3060B),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,35.0,0.0,0,0.0,91.0,0.0,0,0.0,221.0,0.0,0,0.0,449.5,0.0,0,0.0,689.0,0.0,0,2026-09-01 09:30
30701,Podcast Studio #2 (Rm 3060D),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,35.0,0.0,0,0.0,91.0,0.0,0,0.0,221.0,0.0,0,0.0,449.5,0.0,0,0.0,689.0,0.0,0,2026-09-01 09:30
30721,Editing and Music Studio #1 (Rm 3060G),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,35.0,0.0,0,0.0,91.0,0.0,0,0.0,221.0,0.0,0,0.0,449.5,0.0,0,0.0,689.0,0.0,0,2026-09-01 09:30
30722,Editing and Music Studio #2 (Rm 3060F),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,35.0,0.0,0,0.0,91.0,0.0,0,0.0,221.0,0.0,0,0.0,449.5,0.0,0,0.0,689.0,0.0,0,2026-09-01 09:30
30723,Editing and Music Studio #3 (Rm 3060E),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,2.86,35.0,1.0,1,1.1,91.0,1.0,1,0.45,221.0,1.0,1,0.22,449.5,1.0,1,0.15,689.0,1.0,1,2026-09-01 13:00
33193,Mixed Use Studio (Rm 3045),7951,Large Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,35.0,0.0,0,0.0,91.0,0.0,0,1.36,221.0,3.0,2,1.0,449.5,4.5,3,0.87,689.0,6.0,4,2026-09-01 09:30
