space_id,space_name,category_id,category_name,location_id,location_name,booking_rate_1week,total_hours_available_1week,total_hours_booked_1week,booking_count_1week,booking_rate_2weeks,total_hours_available_2weeks,total_hours_booked_2weeks,booking_count_2weeks,booking_rate_1month,total_hours_available_1month,total_hours_booked_1month,booking_count_1month,booking_rate_2months,total_hours_available_2months,total_hours_booked_2months,booking_count_2months,booking_rate_3months,total_hours_available_3months,total_hours_booked_3months,booking_count_3months,next_available_booking
19905,Scott 203K - Audio Recording Studio,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,12.14,35.0,4.25,2,14.45,64.0,9.25,4,10.55,128.0,13.5,6,5.42,249.0,13.5,6,3.75,360.0,13.5,6,2026-02-04 11:00
29187,Scott 207C - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,35.0,0.0,0,0.0,64.0,0.0,0,0.0,128.0,0.0,0,0.0,249.0,0.0,0,0.0,360.0,0.0,0,2026-02-04 11:00
32502,Scott 207D - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,35.0,0.0,0,0.0,64.0,0.0,0,0.0,128.0,0.0,0,0.0,249.0,0.0,0,0.0,360.0,0.0,0,2026-02-04 11:00
19904,Scott 204 - Flex Studio,6842,Flex Studio Spaces,7571,Scott Library Making & Media Creation Lab,78.33,35.0,27.42,14,66.67,64.0,42.67,20,48.96,128.0,62.67,26,35.61,249.0,88.67,35,29.63,360.0,106.67,41,2026-02-16 11:00
21083,Scott 203E - VR/Podcasting Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,35.0,0.0,0,0.0,64.0,0.0,0,0.0,128.0,0.0,0,0.0,249.0,0.0,0,0.0,360.0,0.0,0,2026-02-04 11:00
21082,Scott 203G - VR Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,14.29,35.0,5.0,3,7.81,64.0,5.0,3,3.91,128.0,5.0,3,2.01,249.0,5.0,3,1.39,360.0,5.0,3,2026-02-04 11:00
33206,Gaming Lab (Rm 3050),7959,Gaming Lab,8111,Markham Library Visualization Studio and Gaming Lab,0.0,64.5,0.0,0,0.0,111.0,0.0,0,8.82,238.0,21.0,2,4.44,472.5,21.0,2,3.11,675.0,21.0,2,2026-02-04 09:30
30719,Green Screen Video Studio (Rm 3060C),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,238.0,0.0,0,0.53,472.5,2.5,1,0.37,675.0,2.5,1,2026-02-04 09:30
30720,Video and Photo Studio (Rm 3060H),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,16.28,64.5,10.5,2,9.46,111.0,10.5,2,4.41,238.0,10.5,2,2.22,472.5,10.5,2,1.56,675.0,10.5,2,2026-02-04 09:30
31827,Podcast Studio #1 (Rm 3060B),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,238.0,0.0,0,0.0,472.5,0.0,0,0.0,675.0,0.0,0,2026-02-04 09:30
30701,Podcast Studio #2 (Rm 3060D),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,238.0,0.0,0,0.0,472.5,0.0,0,0.0,675.0,0.0,0,2026-02-04 09:30
30721,Editing and Music Studio #1 (Rm 3060G),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,238.0,0.0,0,0.0,472.5,0.0,0,0.0,675.0,0.0,0,2026-02-04 09:30
30722,Editing and Music Studio #2 (Rm 3060F),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,238.0,0.0,0,0.0,472.5,0.0,0,0.0,675.0,0.0,0,2026-02-04 09:30
30723,Editing and Music Studio #3 (Rm 3060E),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,64.5,0.0,0,0.0,111.0,0.0,0,0.0,238.0,0.0,0,0.0,472.5,0.0,0,0.0,675.0,0.0,0,2026-02-04 09:30
33193,Mixed Use Studio (Rm 3045),7951,Large Studios,8111,Markham Library Media Creation Studios and Equipment,12.4,64.5,8.0,1,7.21,111.0,8.0,1,4.83,238.0,11.5,2,2.43,472.5,11.5,2,2.04,675.0,13.75,3,2026-02-04 09:30
