space_id,space_name,category_id,category_name,location_id,location_name,booking_rate_1week,total_hours_available_1week,total_hours_booked_1week,booking_count_1week,booking_rate_2weeks,total_hours_available_2weeks,total_hours_booked_2weeks,booking_count_2weeks,booking_rate_1month,total_hours_available_1month,total_hours_booked_1month,booking_count_1month,booking_rate_2months,total_hours_available_2months,total_hours_booked_2months,booking_count_2months,booking_rate_3months,total_hours_available_3months,total_hours_booked_3months,booking_count_3months,next_available_booking
19905,Scott 203K - Audio Recording Studio,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,14.71,34.0,5.0,2,7.94,63.0,5.0,2,3.76,133.0,5.0,2,2.46,203.0,5.0,2,2.46,203.0,5.0,2,2026-03-16 11:00
29187,Scott 207C - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,7.35,34.0,2.5,1,3.97,63.0,2.5,1,3.76,133.0,5.0,2,2.46,203.0,5.0,2,2.46,203.0,5.0,2,2026-03-15 14:00
32502,Scott 207D - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,34.0,0.0,0,0.0,63.0,0.0,0,0.0,133.0,0.0,0,0.0,203.0,0.0,0,0.0,203.0,0.0,0,2026-03-15 14:00
19904,Scott 204 - Flex Studio,6842,Flex Studio Spaces,7571,Scott Library Making & Media Creation Lab,66.91,34.0,22.75,9,68.25,63.0,43.0,17,43.42,133.0,57.75,23,40.02,203.0,81.25,31,48.89,203.0,99.25,37,2026-03-23 13:45
21083,Scott 203E - VR/Podcasting Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,34.0,0.0,0,0.0,63.0,0.0,0,0.0,133.0,0.0,0,0.0,203.0,0.0,0,0.0,203.0,0.0,0,2026-03-15 14:00
21082,Scott 203G - VR Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,8.82,34.0,3.0,2,7.94,63.0,5.0,3,3.76,133.0,5.0,3,2.46,203.0,5.0,3,2.46,203.0,5.0,3,2026-03-15 14:00
33206,Gaming Lab (Rm 3050),7959,Gaming Lab,8111,Markham Library Visualization Studio and Gaming Lab,8.13,61.5,5.0,5,4.27,117.0,5.0,5,7.95,239.0,19.0,8,5.16,368.0,19.0,8,5.16,368.0,19.0,8,2026-03-15 13:30
30719,Green Screen Video Studio (Rm 3060C),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,61.5,0.0,0,0.0,117.0,0.0,0,1.67,239.0,4.0,1,1.09,368.0,4.0,1,1.09,368.0,4.0,1,2026-03-15 13:30
30720,Video and Photo Studio (Rm 3060H),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,4.07,61.5,2.5,1,2.14,117.0,2.5,1,1.05,239.0,2.5,1,0.68,368.0,2.5,1,0.68,368.0,2.5,1,2026-03-15 13:30
31827,Podcast Studio #1 (Rm 3060B),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,61.5,0.0,0,0.0,117.0,0.0,0,0.0,239.0,0.0,0,0.0,368.0,0.0,0,0.0,368.0,0.0,0,2026-03-15 13:30
30701,Podcast Studio #2 (Rm 3060D),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,61.5,0.0,0,2.14,117.0,2.5,1,1.05,239.0,2.5,1,0.68,368.0,2.5,1,0.68,368.0,2.5,1,2026-03-15 13:30
30721,Editing and Music Studio #1 (Rm 3060G),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,61.5,0.0,0,0.0,117.0,0.0,0,0.0,239.0,0.0,0,0.0,368.0,0.0,0,0.0,368.0,0.0,0,2026-03-15 13:30
30722,Editing and Music Studio #2 (Rm 3060F),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,61.5,0.0,0,0.0,117.0,0.0,0,0.0,239.0,0.0,0,0.0,368.0,0.0,0,0.0,368.0,0.0,0,2026-03-15 13:30
30723,Editing and Music Studio #3 (Rm 3060E),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,61.5,0.0,0,0.0,117.0,0.0,0,0.0,239.0,0.0,0,0.0,368.0,0.0,0,0.0,368.0,0.0,0,2026-03-15 13:30
33193,Mixed Use Studio (Rm 3045),7951,Large Studios,8111,Markham Library Media Creation Studios and Equipment,4.07,61.5,2.5,1,2.14,117.0,2.5,1,5.33,239.0,12.75,4,4.55,368.0,16.75,5,4.55,368.0,16.75,5,2026-03-15 13:30
