space_id,space_name,category_id,category_name,location_id,location_name,booking_rate_1week,total_hours_available_1week,total_hours_booked_1week,booking_count_1week,booking_rate_2weeks,total_hours_available_2weeks,total_hours_booked_2weeks,booking_count_2weeks,booking_rate_1month,total_hours_available_1month,total_hours_booked_1month,booking_count_1month,booking_rate_2months,total_hours_available_2months,total_hours_booked_2months,booking_count_2months,booking_rate_3months,total_hours_available_3months,total_hours_booked_3months,booking_count_3months,next_available_booking
19905,Scott 203K - Audio Recording Studio,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,25.86,29.0,7.5,3,20.26,58.0,11.75,5,10.13,116.0,11.75,5,4.84,243.0,11.75,5,3.68,319.0,11.75,5,2026-02-15 14:00
29187,Scott 207C - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,8.62,29.0,2.5,1,4.31,58.0,2.5,1,2.16,116.0,2.5,1,1.03,243.0,2.5,1,0.78,319.0,2.5,1,2026-02-12 13:45
32502,Scott 207D - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,29.0,0.0,0,0.0,58.0,0.0,0,0.0,116.0,0.0,0,0.0,243.0,0.0,0,0.0,319.0,0.0,0,2026-02-12 11:00
19904,Scott 204 - Flex Studio,6842,Flex Studio Spaces,7571,Scott Library Making & Media Creation Lab,61.21,29.0,17.75,7,60.78,58.0,35.25,14,56.9,116.0,66.0,25,35.6,243.0,86.5,32,33.7,319.0,107.5,39,2026-02-24 14:00
21083,Scott 203E - VR/Podcasting Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,29.0,0.0,0,0.0,58.0,0.0,0,0.0,116.0,0.0,0,0.0,243.0,0.0,0,0.0,319.0,0.0,0,2026-02-12 11:00
21082,Scott 203G - VR Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,29.0,0.0,0,6.9,58.0,4.0,3,3.45,116.0,4.0,3,1.65,243.0,4.0,3,1.25,319.0,4.0,3,2026-02-12 11:00
33206,Gaming Lab (Rm 3050),7959,Gaming Lab,8111,Markham Library Visualization Studio and Gaming Lab,0.0,55.5,0.0,0,0.0,111.0,0.0,0,8.92,235.5,21.0,2,4.44,472.5,21.0,2,3.44,610.5,21.0,2,2026-02-12 09:30
30719,Green Screen Video Studio (Rm 3060C),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,55.5,0.0,0,0.0,111.0,0.0,0,1.06,235.5,2.5,1,0.53,472.5,2.5,1,0.41,610.5,2.5,1,2026-02-12 09:30
30720,Video and Photo Studio (Rm 3060H),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,23.42,55.5,13.0,3,11.71,111.0,13.0,3,5.52,235.5,13.0,3,2.75,472.5,13.0,3,2.13,610.5,13.0,3,2026-02-12 09:30
31827,Podcast Studio #1 (Rm 3060B),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,55.5,0.0,0,0.0,111.0,0.0,0,0.0,235.5,0.0,0,0.0,472.5,0.0,0,0.0,610.5,0.0,0,2026-02-12 09:30
30701,Podcast Studio #2 (Rm 3060D),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,55.5,0.0,0,0.0,111.0,0.0,0,0.0,235.5,0.0,0,0.0,472.5,0.0,0,0.0,610.5,0.0,0,2026-02-12 09:30
30721,Editing and Music Studio #1 (Rm 3060G),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,55.5,0.0,0,0.0,111.0,0.0,0,0.0,235.5,0.0,0,0.0,472.5,0.0,0,0.0,610.5,0.0,0,2026-02-12 09:30
30722,Editing and Music Studio #2 (Rm 3060F),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,55.5,0.0,0,0.0,111.0,0.0,0,0.0,235.5,0.0,0,0.0,472.5,0.0,0,0.0,610.5,0.0,0,2026-02-12 09:30
30723,Editing and Music Studio #3 (Rm 3060E),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,14.41,55.5,8.0,1,7.21,111.0,8.0,1,3.4,235.5,8.0,1,1.69,472.5,8.0,1,1.31,610.5,8.0,1,2026-02-12 09:30
33193,Mixed Use Studio (Rm 3045),7951,Large Studios,8111,Markham Library Media Creation Studios and Equipment,14.41,55.5,8.0,1,10.36,111.0,11.5,2,4.88,235.5,11.5,2,2.91,472.5,13.75,3,2.25,610.5,13.75,3,2026-02-12 09:30
