space_id,space_name,category_id,category_name,location_id,location_name,booking_rate_1week,total_hours_available_1week,total_hours_booked_1week,booking_count_1week,booking_rate_2weeks,total_hours_available_2weeks,total_hours_booked_2weeks,booking_count_2weeks,booking_rate_1month,total_hours_available_1month,total_hours_booked_1month,booking_count_1month,booking_rate_2months,total_hours_available_2months,total_hours_booked_2months,booking_count_2months,booking_rate_3months,total_hours_available_3months,total_hours_booked_3months,booking_count_3months,next_available_booking
19905,Scott 203K - Audio Recording Studio,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,35.0,0.0,0,0.0,59.0,0.0,0,0.0,107.0,0.0,0,0.0,209.0,0.0,0,0.0,317.0,0.0,0,2026-04-23 11:00
29187,Scott 207C - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,7.14,35.0,2.5,1,4.24,59.0,2.5,1,2.34,107.0,2.5,1,1.2,209.0,2.5,1,0.79,317.0,2.5,1,2026-04-23 13:45
32502,Scott 207D - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,0.0,35.0,0.0,0,0.0,59.0,0.0,0,0.0,107.0,0.0,0,0.0,209.0,0.0,0,0.0,317.0,0.0,0,2026-04-23 11:00
19904,Scott 204 - Flex Studio,6842,Flex Studio Spaces,7571,Scott Library Making & Media Creation Lab,38.57,35.0,13.5,6,33.05,59.0,19.5,8,26.64,107.0,28.5,11,22.25,209.0,46.5,17,21.29,317.0,67.5,24,2026-04-28 13:45
21083,Scott 203E - VR/Podcasting Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,35.0,0.0,0,0.0,59.0,0.0,0,0.0,107.0,0.0,0,0.0,209.0,0.0,0,0.0,317.0,0.0,0,2026-04-23 11:00
21082,Scott 203G - VR Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,35.0,0.0,0,0.0,59.0,0.0,0,0.0,107.0,0.0,0,0.0,209.0,0.0,0,0.0,317.0,0.0,0,2026-04-23 11:00
33206,Gaming Lab (Rm 3050),7959,Gaming Lab,8111,Markham Library Visualization Studio and Gaming Lab,0.0,48.5,0.0,0,5.75,87.0,5.0,1,3.79,132.0,5.0,1,3.79,132.0,5.0,1,3.79,132.0,5.0,1,2026-04-23 09:30
30719,Green Screen Video Studio (Rm 3060C),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,48.5,0.0,0,0.0,87.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,2026-04-23 09:30
30720,Video and Photo Studio (Rm 3060H),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,48.5,0.0,0,0.0,87.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,2026-04-23 09:30
31827,Podcast Studio #1 (Rm 3060B),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,48.5,0.0,0,0.0,87.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,2026-04-23 09:30
30701,Podcast Studio #2 (Rm 3060D),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,5.15,48.5,2.5,1,2.87,87.0,2.5,1,1.89,132.0,2.5,1,1.89,132.0,2.5,1,1.89,132.0,2.5,1,2026-04-23 14:00
30721,Editing and Music Studio #1 (Rm 3060G),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,48.5,0.0,0,0.0,87.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,2026-04-23 09:30
30722,Editing and Music Studio #2 (Rm 3060F),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,48.5,0.0,0,0.0,87.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,2026-04-23 09:30
30723,Editing and Music Studio #3 (Rm 3060E),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,48.5,0.0,0,0.0,87.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,0.0,132.0,0.0,0,2026-04-23 09:30
33193,Mixed Use Studio (Rm 3045),7951,Large Studios,8111,Markham Library Media Creation Studios and Equipment,4.12,48.5,2.0,1,14.94,87.0,13.0,3,9.85,132.0,13.0,3,9.85,132.0,13.0,3,9.85,132.0,13.0,3,2026-04-23 09:30
