space_id,space_name,category_id,category_name,location_id,location_name,booking_rate_1week,total_hours_available_1week,total_hours_booked_1week,booking_count_1week,booking_rate_2weeks,total_hours_available_2weeks,total_hours_booked_2weeks,booking_count_2weeks,booking_rate_1month,total_hours_available_1month,total_hours_booked_1month,booking_count_1month,booking_rate_2months,total_hours_available_2months,total_hours_booked_2months,booking_count_2months,booking_rate_3months,total_hours_available_3months,total_hours_booked_3months,booking_count_3months,next_available_booking
19905,Scott 203K - Audio Recording Studio,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,14.66,29.0,4.25,2,7.33,58.0,4.25,2,3.35,127.0,4.25,2,1.67,255.0,4.25,2,1.47,290.0,4.25,2,2026-02-23 11:00
29187,Scott 207C - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,17.24,29.0,5.0,2,8.62,58.0,5.0,2,3.94,127.0,5.0,2,1.96,255.0,5.0,2,1.72,290.0,5.0,2,2026-02-22 14:00
32502,Scott 207D - Audio Recording Booth,5833,Audio Recording Rooms,7571,Scott Library Making & Media Creation Lab,8.62,29.0,2.5,1,4.31,58.0,2.5,1,1.97,127.0,2.5,1,0.98,255.0,2.5,1,0.86,290.0,2.5,1,2026-02-23 11:00
19904,Scott 204 - Flex Studio,6842,Flex Studio Spaces,7571,Scott Library Making & Media Creation Lab,105.17,29.0,30.5,9,75.86,58.0,44.0,15,53.74,127.0,68.25,24,35.0,255.0,89.25,31,36.98,290.0,107.25,37,2026-02-24 14:00
21083,Scott 203E - VR/Podcasting Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,0.0,29.0,0.0,0,0.0,58.0,0.0,0,0.0,127.0,0.0,0,0.0,255.0,0.0,0,0.0,290.0,0.0,0,2026-02-22 14:00
21082,Scott 203G - VR Room,5832,VR Rooms,7571,Scott Library Making & Media Creation Lab,13.79,29.0,4.0,3,13.79,58.0,8.0,5,6.3,127.0,8.0,5,3.14,255.0,8.0,5,2.76,290.0,8.0,5,2026-02-23 11:00
33206,Gaming Lab (Rm 3050),7959,Gaming Lab,8111,Markham Library Visualization Studio and Gaming Lab,0.0,62.0,0.0,0,15.32,117.5,18.0,2,7.39,243.5,18.0,2,3.72,483.5,18.0,2,3.28,548.0,18.0,2,2026-02-21 11:00
30719,Green Screen Video Studio (Rm 3060C),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.0,0.0,0,0.0,117.5,0.0,0,1.03,243.5,2.5,1,0.52,483.5,2.5,1,0.46,548.0,2.5,1,2026-02-21 11:00
30720,Video and Photo Studio (Rm 3060H),7761,Video Studios,8111,Markham Library Media Creation Studios and Equipment,4.03,62.0,2.5,1,2.13,117.5,2.5,1,1.03,243.5,2.5,1,0.52,483.5,2.5,1,0.46,548.0,2.5,1,2026-02-22 13:30
31827,Podcast Studio #1 (Rm 3060B),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.0,0.0,0,0.0,117.5,0.0,0,0.0,243.5,0.0,0,0.0,483.5,0.0,0,0.0,548.0,0.0,0,2026-02-21 11:00
30701,Podcast Studio #2 (Rm 3060D),7762,Podcast Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.0,0.0,0,0.0,117.5,0.0,0,0.0,243.5,0.0,0,0.0,483.5,0.0,0,0.0,548.0,0.0,0,2026-02-21 11:00
30721,Editing and Music Studio #1 (Rm 3060G),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.0,0.0,0,0.0,117.5,0.0,0,0.0,243.5,0.0,0,0.0,483.5,0.0,0,0.0,548.0,0.0,0,2026-02-21 11:00
30722,Editing and Music Studio #2 (Rm 3060F),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.0,0.0,0,0.0,117.5,0.0,0,0.0,243.5,0.0,0,0.0,483.5,0.0,0,0.0,548.0,0.0,0,2026-02-21 11:00
30723,Editing and Music Studio #3 (Rm 3060E),7467,Editing Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.0,0.0,0,0.0,117.5,0.0,0,0.0,243.5,0.0,0,0.0,483.5,0.0,0,0.0,548.0,0.0,0,2026-02-21 11:00
33193,Mixed Use Studio (Rm 3045),7951,Large Studios,8111,Markham Library Media Creation Studios and Equipment,0.0,62.0,0.0,0,0.0,117.5,0.0,0,0.0,243.5,0.0,0,2.12,483.5,10.25,3,1.87,548.0,10.25,3,2026-02-21 11:00
